generation_id,created_at,cost_total,cost_web_search,cost_cache,cost_file_processing,byok_usage_inference,tokens_prompt,tokens_completion,tokens_reasoning,model_permaslug,provider_name,variant,cancelled,streamed,user,finish_reason_raw,finish_reason_normalized,generation_time_ms,time_to_first_token_ms,app_name,api_key_name
gen-1768832799-lt0d0FWIq7Jk4gH9p9eT,2026-01-19 14:26:39.708,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1226,588,Dify.AI,pisarz
gen-1768832799-3cEv8OfQTlgj8WWdB4sl,2026-01-19 14:26:39.699,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1141,744,Dify.AI,pisarz
gen-1768832799-7PSPYvhdP7aPv1VrdnD7,2026-01-19 14:26:39.698,0.020632,0.02,,0,0.000638,4173,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,947,567,Dify.AI,pisarz
gen-1768832796-yfVxeKpTQ7WIAlumMFIp,2026-01-19 14:26:36.013,0.020794,0.02,,0,0.000802,5099,63,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1857,549,Dify.AI,pisarz
gen-1768832795-WfrvLnlmfKWwMrm6vTxY,2026-01-19 14:26:35.986,0.020778,0.02,,0,0.000786,5099,36,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1679,721,Dify.AI,pisarz
gen-1768832795-BtX8QHxdzRX9LRbbjFYy,2026-01-19 14:26:35.866,0.020794,0.02,,0,0.000802,5099,63,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1942,630,Dify.AI,pisarz
gen-1768832795-EawNU4Emq8cJQfg4Hyfq,2026-01-19 14:26:35.850,0.020782,0.02,,0,0.00079,5099,42,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1468,750,Dify.AI,pisarz
gen-1768832791-QZ9eFGyydneV3JIMix5x,2026-01-19 14:26:31.977,0.020794,0.02,,0,0.000802,5099,62,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,2082,598,Dify.AI,pisarz
gen-1768832791-ax473P3PjtDRxS30QqG9,2026-01-19 14:26:31.971,0.020783,0.02,,0,0.000791,5099,44,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1547,589,Dify.AI,pisarz
gen-1768832791-9nCFrgto9OJH5TinzOaH,2026-01-19 14:26:31.969,0.020799,0.02,,0,0.000807,5099,71,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,2443,659,Dify.AI,pisarz
gen-1768832791-4NThxeK9GKoatNkBsw5c,2026-01-19 14:26:31.964,0.020802,0.02,,0,0.000811,5099,77,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,2549,690,Dify.AI,pisarz
gen-1768832791-8vMoKkpTUOPu1hflA63o,2026-01-19 14:26:31.914,0.020801,0.02,,0,0.000809,5099,74,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,2931,759,Dify.AI,pisarz
gen-1768832791-Vyw2iefI4YsbqtVKnobs,2026-01-19 14:26:31.891,0.020798,0.02,,0,0.000806,5099,70,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,2011,546,Dify.AI,pisarz
gen-1768832785-t1Kb61mT4Ify4o4xzkNj,2026-01-19 14:26:25.169,0.020746,0.02,,0,0.000754,4895,33,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1182,589,Dify.AI,pisarz
gen-1768832785-Tgfa8guGpHPURzgI8Vvt,2026-01-19 14:26:25.085,0.020738,0.02,,0,0.000745,4895,19,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,3618,2978,Dify.AI,pisarz
gen-1768832784-W1ofoRVOjNygmPIbywkp,2026-01-19 14:26:24.924,0.020746,0.02,,0,0.000754,4895,33,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1129,573,Dify.AI,pisarz
gen-1768832784-ukEyV9dlkwAcebM1toai,2026-01-19 14:26:24.665,0.020746,0.02,,0,0.000754,4895,33,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,4311,2966,Dify.AI,pisarz
gen-1768832781-b4xLU0od8IwncL6PWMQz,2026-01-19 14:26:21.867,0.020738,0.02,,0,0.000745,4895,19,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,706,463,Dify.AI,pisarz
gen-1768832781-OtRWl2lH1F1u7VnwzAd5,2026-01-19 14:26:21.850,0.020745,0.02,,0,0.000753,4895,32,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1254,590,Dify.AI,pisarz
gen-1768832781-oE6sQs86MG75JNneDvI5,2026-01-19 14:26:21.846,0.020747,0.02,,0,0.000754,4895,34,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1270,526,Dify.AI,pisarz
gen-1768832781-UefFexowkkO8HvMbwqbw,2026-01-19 14:26:21.820,0.020747,0.02,,0,0.000754,4895,34,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1006,551,Dify.AI,pisarz
gen-1768832781-jgiXQU1kS4INZAh4yURg,2026-01-19 14:26:21.800,0.020746,0.02,,0,0.000754,4895,33,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1342,554,Dify.AI,pisarz
gen-1768832781-dzETFwBrxJJsQjVO9Q2K,2026-01-19 14:26:21.765,0.020745,0.02,,0,0.000752,4895,31,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,1422,686,Dify.AI,pisarz
gen-1768832774-SwdTvcHiI5ZzaFzVF5Mk,2026-01-19 14:26:14.819,0.022576,0.02,,0,0.002602,10244,1777,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,38741,794,Dify.AI,pisarz
gen-1768832774-l8ryHZUPQebaPGBispgl,2026-01-19 14:26:14.800,0.020683,0.02,,0,0.00069,4214,98,0,openai/gpt-4o-mini,OpenAI,standard,false,true,9031b0e0-ae03-4208-9f5e-a486b3248e18,stop,stop,3020,533,Dify.AI,pisarz
gen-1768832563-j58O1PXK0h5x5eGdau0T,2026-01-19 14:22:43.193,0.020413,0.02,,0,0.000417,2746,9,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,648,487,Dify.AI,pisarz
gen-1768832560-Gfee5rvHiTnlaRiICbVT,2026-01-19 14:22:40.877,0.020431,0.02,,0,0.000435,2774,33,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1117,595,Dify.AI,pisarz
gen-1768832559-BcLMfT47P2uKoimQViPm,2026-01-19 14:22:39.878,0.020337,0.02,,0,0.00034,1965,77,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2652,871,Dify.AI,pisarz
gen-1768832557-bbq2ca0SpxVQoks9OwBA,2026-01-19 14:22:37.010,0.02081,0.02,,0,0.000818,5185,68,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2063,774,Dify.AI,pisarz
gen-1768832554-VrcgPvrN3yuTZmIaYoMW,2026-01-19 14:22:34.266,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1010,527,Dify.AI,pisarz
gen-1768832554-UB2S1PYBPfhDb1sV7q7X,2026-01-19 14:22:34.173,0.02062,0.02,,0,0.000626,4129,12,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,792,519,Dify.AI,pisarz
gen-1768832554-P7eUGOBkz7s5jXp2SnlF,2026-01-19 14:22:34.103,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,922,549,Dify.AI,pisarz
gen-1768832551-T1IrOpa4p3k6tvr7vV2f,2026-01-19 14:22:31.740,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,930,462,Dify.AI,pisarz
gen-1768832551-ZbNJvzmFY5NHGm09KMim,2026-01-19 14:22:31.733,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,945,467,Dify.AI,pisarz
gen-1768832551-RURsp81EUIr0f5w0gEKv,2026-01-19 14:22:31.732,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,883,507,Dify.AI,pisarz
gen-1768832551-6z9121HpJxbNZ95RSuCY,2026-01-19 14:22:31.732,0.020667,0.02,,0,0.000674,4129,92,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2144,480,Dify.AI,pisarz
gen-1768832551-YulEI9JEcYrmxhDDbpLG,2026-01-19 14:22:31.707,0.020588,0.02,,0,0.000594,3880,21,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,830,452,Dify.AI,pisarz
gen-1768832551-smOfLikTfGwMuyy9y2mC,2026-01-19 14:22:31.643,0.020583,0.02,,0,0.000589,3880,12,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1146,628,Dify.AI,pisarz
gen-1768832548-Y612IuJCqRqd4PMoZyIm,2026-01-19 14:22:28.624,0.020621,0.02,,0,0.000627,4017,42,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1561,703,Dify.AI,pisarz
gen-1768832548-iTcOyk3lKpzQWHVrfiFA,2026-01-19 14:22:28.616,0.020623,0.02,,0,0.000629,4017,45,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1681,697,Dify.AI,pisarz
gen-1768832548-HJelIF7XJd9R3WegtyIO,2026-01-19 14:22:28.467,0.020625,0.02,,0,0.000631,4017,48,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1758,749,Dify.AI,pisarz
gen-1768832545-iv6svP6Xn3jHehYGwGLL,2026-01-19 14:22:25.329,0.020922,0.02,,0,0.000932,6030,46,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1949,940,Dify.AI,pisarz
gen-1768832545-mqOiKeDa3vlWIT9PfHnf,2026-01-19 14:22:25.315,0.020617,0.02,,0,0.000623,4017,35,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1773,1061,Dify.AI,pisarz
gen-1768832545-zrpDJmwA7M2YRaKfoN9F,2026-01-19 14:22:25.298,0.020623,0.02,,0,0.00063,4017,46,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1797,904,Dify.AI,pisarz
gen-1768832545-7F5hSd9mzJBeYx8FcvQc,2026-01-19 14:22:25.295,0.020922,0.02,,0,0.000931,6030,45,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1926,1031,Dify.AI,pisarz
gen-1768832545-tgeNA3RTBbmi3L35h26l,2026-01-19 14:22:25.292,0.020625,0.02,,0,0.000631,4017,49,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1995,939,Dify.AI,pisarz
gen-1768832545-eXl9wrFnJupUspexHEgB,2026-01-19 14:22:25.199,0.020624,0.02,,0,0.00063,4017,47,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1930,821,Dify.AI,pisarz
gen-1768832541-uZvQjU7n18ADqlUMz8Uf,2026-01-19 14:22:21.385,0.0209,0.02,,0,0.000909,5919,36,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1480,679,Dify.AI,pisarz
gen-1768832541-L4CsRnSRmXCYpRfvwTY5,2026-01-19 14:22:21.213,0.020903,0.02,,0,0.000912,5919,41,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1537,733,Dify.AI,pisarz
gen-1768832540-UTnGP2hrCffzSxExrKYg,2026-01-19 14:22:20.635,0.020444,0.02,,0,0.000449,2848,37,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1388,638,Dify.AI,pisarz
gen-1768832537-UqL6EJpN6Kqo1PM7vgDS,2026-01-19 14:22:17.652,0.0209,0.02,,0,0.00091,5919,37,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1554,708,Dify.AI,pisarz
gen-1768832537-cHT3B1vu0Sr5V8c070WU,2026-01-19 14:22:17.635,0.020914,0.02,,0,0.000923,5919,59,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3334,1793,Dify.AI,pisarz
gen-1768832537-leQQUtk10p1AkGhe75ZW,2026-01-19 14:22:17.633,0.0209,0.02,,0,0.000909,5919,36,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1627,805,Dify.AI,pisarz
gen-1768832537-7vPthMMJ60DHZl8DME5E,2026-01-19 14:22:17.632,0.0209,0.02,,0,0.00091,5919,37,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1406,702,Dify.AI,pisarz
gen-1768832537-FztlxiQVeUGC34FHNnk1,2026-01-19 14:22:17.578,0.020901,0.02,,0,0.00091,5919,38,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2187,1113,Dify.AI,pisarz
gen-1768832537-cSHOJkvhDVwfqzhdovzm,2026-01-19 14:22:17.574,0.0209,0.02,,0,0.00091,5919,37,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1452,659,Dify.AI,pisarz
gen-1768832530-0mnhjjT2ldcBgmTrJOrZ,2026-01-19 14:22:10.596,0.020784,0.02,,0,0.000792,4767,129,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3855,713,Dify.AI,pisarz
gen-1768832530-kq1L0oWKdzsazSuRYXNg,2026-01-19 14:22:10.594,0.021749,0.02,,0,0.001767,7294,1122,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,27442,541,Dify.AI,pisarz
gen-1768832305-UyJZ4uMXMKpf2L97cqht,2026-01-19 14:18:25.530,0.021037,0.02,,0,0.001047,6716,67,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1967,656,Dify.AI,pisarz
gen-1768832303-Q11EVpunLYlN1pc7EpEU,2026-01-19 14:18:23.848,0.021174,0.02,,0,0.001186,6635,318,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6706,615,Dify.AI,pisarz
gen-1768832301-PQHyGDDNEvxoIQ4PlLso,2026-01-19 14:18:21.958,0.020706,0.02,,0,0.000713,4485,68,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2120,553,Dify.AI,pisarz
gen-1768832301-OCGsp1TyTkzOyDT1dX7t,2026-01-19 14:18:21.955,0.021407,0.02,,0,0.001421,8790,172,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4867,903,Dify.AI,pisarz
gen-1768832301-qi7nPXvh3hYXTUF55kiO,2026-01-19 14:18:21.951,0.021228,0.02,,0,0.001241,7327,237,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6355,575,Dify.AI,pisarz
gen-1768832301-QZzkdQls0jBX30J80Dqd,2026-01-19 14:18:21.944,0.020878,0.02,,0,0.000887,5680,59,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2328,702,Dify.AI,pisarz
gen-1768832301-9u7nbMNK6mubcrWYAGHE,2026-01-19 14:18:21.933,0.02036,0.016,,0,0.004404,28779,146,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4539,1422,Dify.AI,pisarz
gen-1768832301-ToXtXVmtbT0EBGnCaj0V,2026-01-19 14:18:21.865,0.02208,0.02,,0,0.002101,11652,590,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,14091,765,Dify.AI,pisarz
gen-1768832294-W5xzCALmSHh33ajlr4Rb,2026-01-19 14:18:14.319,0.021129,0.02,,0,0.00114,7369,59,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2744,1011,Dify.AI,pisarz
gen-1768832292-duQIOBIIrGtS56dEa8hC,2026-01-19 14:18:12.228,0.021161,0.02,,0,0.001173,7452,93,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2917,692,Dify.AI,pisarz
gen-1768832289-gf3tPhkq4Qny8Ex97q2C,2026-01-19 14:18:09.505,0.023987,0.02,,0,0.004027,26280,143,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,5245,2029,Dify.AI,pisarz
gen-1768832289-71iwRQCsuqHUV4h3Zvev,2026-01-19 14:18:09.473,0.021555,0.02,,0,0.001571,10058,105,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4126,1056,Dify.AI,pisarz
gen-1768832289-ABqXow527GmDdl0PywHX,2026-01-19 14:18:09.432,0.020877,0.02,,0,0.000886,5744,41,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,2195,1191,Dify.AI,pisarz
gen-1768832289-tEvJn7qgOz46gF5O92U5,2026-01-19 14:18:09.429,0.02133,0.02,,0,0.001343,8695,66,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,10998,7281,Dify.AI,pisarz
gen-1768832289-skN6FARf1T4xKQ9bU1lj,2026-01-19 14:18:09.426,0.02183,0.02,,0,0.001848,11837,122,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4759,1214,Dify.AI,pisarz
gen-1768832289-o7sdTev0sbXFwmN7GxA6,2026-01-19 14:18:09.425,0.021028,0.02,,0,0.001038,6758,42,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,9364,7074,Dify.AI,pisarz
gen-1768832289-pU04JB8uKIgIGLkRNnZU,2026-01-19 14:18:09.086,0.024192,0.02,,0,0.004234,27344,222,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6624,1501,Dify.AI,pisarz
gen-1768832289-4XK7GK5xitm3JjLbgMUo,2026-01-19 14:18:09.068,0.021954,0.02,,0,0.001974,12278,221,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,5445,923,Dify.AI,pisarz
gen-1768832289-kYQm3CzSX99xS8uCmQPZ,2026-01-19 14:18:09.057,0.021025,0.02,,0,0.001035,5956,237,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6766,782,Dify.AI,pisarz
gen-1768832289-77IdyDIfyNhHy7ECKqgb,2026-01-19 14:18:09.055,0.021183,0.02,,0,0.001195,7288,170,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4526,618,Dify.AI,pisarz
gen-1768832289-9qwWPZqQ9B5WFnsoGqlf,2026-01-19 14:18:09.054,0.020807,0.02,,0,0.000815,5265,43,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,1540,722,Dify.AI,pisarz
gen-1768832289-n6XFrb0pSOzaVRkMrBd7,2026-01-19 14:18:09.008,0.021537,0.02,,0,0.001553,9242,278,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,8187,1051,Dify.AI,pisarz
gen-1768832283-g7A2fTa2oqwE8opJGKhq,2026-01-19 14:18:03.830,0.021001,0.02,,0,0.001012,6395,88,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3195,735,Dify.AI,pisarz
gen-1768832080-Y1pFmeSqKFTZAdUXeJIo,2026-01-19 14:14:40.020,0.021169,0.02,,0,0.001181,6846,257,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6753,678,Dify.AI,pisarz
gen-1768832078-4QF1OUFxRGAhDX8tFzd6,2026-01-19 14:14:38.266,0.022036,0.02,,0,0.002056,12099,403,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,13064,780,Dify.AI,pisarz
gen-1768832071-jO134GZt7gxS9jZSNNw3,2026-01-19 14:14:31.345,0.02617,0.02,,0,0.006232,39902,412,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,13739,1862,Dify.AI,pisarz
gen-1768832071-SJH2RA3c3tkg1V6We5DM,2026-01-19 14:14:31.331,0.021285,0.02,,0,0.001298,7545,278,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,8204,658,Dify.AI,pisarz
gen-1768832071-C4qjrL8x3KwO30DEFlEw,2026-01-19 14:14:31.331,0.021709,0.02,,0,0.001726,11136,94,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3795,748,Dify.AI,pisarz
gen-1768832071-ih6LSiuDe0JlVIXnqKl0,2026-01-19 14:14:31.289,0.022118,0.02,,0,0.00214,13543,181,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,5891,840,Dify.AI,pisarz
gen-1768832071-6VmEGb9qxNTyPVyCaWUg,2026-01-19 14:14:31.287,0.024411,0.02,,0,0.004456,29388,80,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3688,1507,Dify.AI,pisarz
gen-1768832071-E9HtvOU4dVbzJtKqP2tY,2026-01-19 14:14:31.280,0.022851,0.02,,0,0.00288,15318,971,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,39993,868,Dify.AI,pisarz
gen-1768832057-yejoNlz9AxwEFNUHrLWk,2026-01-19 14:14:17.575,0.022076,0.02,,0,0.002097,13633,87,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3134,1245,Dify.AI,pisarz
gen-1768832056-hCMmBPdQXKazf9sL7A9D,2026-01-19 14:14:16.972,0.021907,0.02,,0,0.001927,12219,157,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,4838,1530,Dify.AI,pisarz
gen-1768832050-QwZfrvS6FvP0lir5Usoo,2026-01-19 14:14:10.683,0.021743,0.02,,0,0.001761,11283,115,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3861,939,Dify.AI,pisarz
gen-1768832050-giD30Zm1miT2IAyN8wgb,2026-01-19 14:14:10.673,0.022376,0.02,,0,0.0024,15633,92,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,3606,1258,Dify.AI,pisarz
gen-1768832050-RZXYKvcJ3YFuVbhyyYFH,2026-01-19 14:14:10.668,0.022054,0.02,,0,0.002075,13262,144,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,6529,1247,Dify.AI,pisarz
gen-1768832050-eEQDMXOYTayNbg7IdC5z,2026-01-19 14:14:10.636,0.026045,0.02,,0,0.006106,40127,146,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,21576,10882,Dify.AI,pisarz
gen-1768832050-5ZBnxnnEsddrTIcXiMeG,2026-01-19 14:14:10.635,0.024514,0.02,,0,0.00456,29692,178,0,openai/gpt-4o-mini,OpenAI,standard,false,true,2f330eb4-9847-4b04-a9d5-3ca144db08ec,stop,stop,23676,10930,Dify.AI,pisarz
